time;gFx;gFy;gFz;TgF
1,195000;0,3780;0,3601;0,7312;0,898
1,196000;0,3819;0,3604;0,7300;0,899
1,198000;0,3850;0,3572;0,7290;0,899
1,199000;0,3811;0,3540;0,7347;0,900
1,200000;0,3782;0,3523;0,7378;0,901
1,201000;0,3765;0,3533;0,7425;0,904
1,203000;0,3706;0,3513;0,7559;0,912
1,205000;0,3660;0,3513;0,7618;0,915
1,207000;0,3574;0,3484;0,7772;0,924
1,207000;0,3489;0,3450;0,7906;0,930
1,207000;0,3472;0,3420;0,7972;0,934
1,208000;0,3440;0,3342;0,8097;0,941
1,209000;0,3420;0,3254;0,8197;0,946
1,209000;0,3418;0,3154;0,8236;0,946
1,210000;0,3413;0,3081;0,8302;0,949
1,210000;0,3447;0,2966;0,8343;0,950
1,210000;0,3472;0,2849;0,8304;0,944
1,211000;0,3491;0,2795;0,8294;0,942
1,211000;0,3545;0,2665;0,8241;0,936
1,211000;0,3591;0,2592;0,8214;0,933
1,212000;0,3606;0,2546;0,8202;0,931
1,212000;0,3682;0,2487;0,8202;0,933
1,213000;0,3760;0,2433;0,8204;0,935
1,214000;0,3824;0,2402;0,8219;0,938
1,214000;0,3953;0,2360;0,8248;0,945
1,215000;0,4112;0,2323;0,8312;0,956
1,215000;0,4207;0,2326;0,8348;0,963
1,216000;0,4415;0,2316;0,8402;0,977
1,218000;0,4622;0,2279;0,8465;0,991
1,219000;0,4798;0,2260;0,8492;1,001
1,219000;0,4884;0,2260;0,8580;1,013
1,222000;0,5030;0,2238;0,8688;1,029
1,222000;0,5133;0,2196;0,8778;1,040
1,223000;0,5223;0,2157;0,8905;1,055
1,223000;0,5223;0,2157;0,8905;1,055
1,224000;0,5201;0,2133;0,9047;1,065
1,225000;0,5175;0,2101;0,9108;1,068
1,227000;0,5113;0,2035;0,9245;1,076
1,229000;0,5033;0,1991;0,9423;1,087
1,230000;0,4994;0,1962;0,9516;1,092
1,231000;0,4833;0,1889;0,9714;1,101
1,232000;0,4644;0,1827;0,9958;1,114
1,234000;0,4554;0,1803;1,0049;1,118
1,236000;0,4339;0,1757;1,0237;1,126
1,237000;0,4092;0,1674;1,0442;1,134
1,237000;0,3892;0,1603;1,0618;1,142
1,238000;0,3789;0,1559;1,0703;1,146
1,238000;0,3562;0,1476;1,0879;1,154
1,238000;0,3386;0,1366;1,1041;1,163
1,238000;0,3313;0,1334;1,1085;1,165
1,239000;0,3164;0,1236;1,1214;1,172
1,239000;0,3015;0,1136;1,1339;1,179
1,239000;0,2934;0,1124;1,1392;1,182
1,239000;0,2814;0,1063;1,1534;1,192
1,240000;0,2670;0,1029;1,1649;1,200
1,240000;0,2612;0,1011;1,1720;1,205
1,240000;0,2487;0,0965;1,1886;1,218
1,246000;0,2372;0,0941;1,2052;1,232
1,247000;0,2301;0,0911;1,2147;1,240
1,248000;0,2211;0,0904;1,2291;1,252
1,248000;0,2128;0,0897;1,2436;1,265
1,250000;0,2060;0,0887;1,2548;1,275
1,253000;0,2055;0,0897;1,2621;1,282
1,279000;0,2145;0,0914;1,2753;1,296
1,281000;0,2145;0,0914;1,2753;1,296
1,283000;0,2182;0,0926;1,2782;1,300
1,283000;0,2301;0,0992;1,2782;1,303
1,283000;0,2426;0,1060;1,2717;1,299
1,284000;0,2507;0,1090;1,2677;1,297
1,284000;0,2668;0,1156;1,2599;1,293
1,284000;0,2868;0,1229;1,2477;1,286
1,286000;0,2971;0,1275;1,2404;1,282
1,287000;0,3169;0,1353;1,2233;1,271
1,288000;0,3369;0,1437;1,2037;1,258
1,288000;0,3587;0,1515;1,1795;1,242
1,288000;0,3694;0,1559;1,1666;1,234
1,288000;0,3882;0,1595;1,1385;1,213
1,289000;0,4014;0,1666;1,1165;1,198
1,289000;0,4063;0,1710;1,1065;1,191
1,290000;0,4117;0,1793;1,0872;1,176
1,290000;0,4146;0,1830;1,0694;1,161
1,290000;0,4148;0,1840;1,0598;1,153
1,315000;0,4173;0,1884;1,0442;1,140
1,317000;0,4200;0,1869;1,0317;1,130
1,318000;0,4214;0,1852;1,0281;1,126
1,318000;0,4249;0,1815;1,0185;1,118
1,318000;0,4293;0,1788;1,0090;1,111
1,318000;0,4302;0,1766;1,0056;1,108
1,318000;0,4332;0,1740;1,0002;1,104
1,319000;0,4332;0,1740;0,9956;1,100
1,319000;0,4315;0,1754;0,9912;1,095
1,319000;0,4302;0,1781;0,9868;1,091
1,319000;0,4285;0,1813;0,9817;1,086
1,323000;0,4212;0,1911;0,9741;1,078
1,323000;0,4200;0,1964;0,9719;1,077
1,323000;0,4185;0,1979;0,9702;1,075
1,323000;0,4188;0,2040;0,9646;1,071
1,324000;0,4175;0,2055;0,9626;1,069
1,343000;0,4180;0,2126;0,9587;1,067
1,344000;0,4158;0,2145;0,9543;1,063
1,344000;0,4163;0,2179;0,9511;1,061
1,344000;0,4144;0,2218;0,9516;1,061
1,345000;0,4156;0,2245;0,9506;1,062
1,345000;0,4151;0,2265;0,9536;1,064
1,345000;0,4144;0,2282;0,9589;1,069
1,345000;0,4200;0,2306;0,9663;1,079
1,346000;0,4256;0,2319;0,9765;1,090
1,346000;0,4280;0,2336;0,9831;1,097
1,347000;0,4334;0,2353;0,9941;1,110
1,348000;0,4373;0,2367;1,0058;1,122
1,348000;0,4403;0,2385;1,0110;1,128
1,350000;0,4471;0,2411;1,0185;1,138
1,353000;0,4481;0,2419;1,0264;1,146
1,354000;0,4483;0,2421;1,0281;1,147
1,359000;0,4481;0,2446;1,0305;1,150
1,360000;0,4439;0,2433;1,0320;1,149
1,361000;0,4444;0,2421;1,0310;1,149
1,363000;0,4410;0,2409;1,0286;1,145
1,365000;0,4371;0,2409;1,0227;1,138
1,366000;0,4329;0,2392;1,0156;1,130
1,368000;0,4297;0,2363;1,0107;1,123
1,370000;0,4207;0,2365;1,0039;1,114
1,394000;0,4104;0,2355;0,9956;1,102
1,402000;0,3968;0,2360;0,9817;1,085
1,402000;0,3968;0,2360;0,9817;1,085
1,403000;0,3897;0,2345;0,9746;1,075
1,403000;0,3867;0,2348;0,9685;1,069
1,404000;0,3838;0,2358;0,9594;1,060
1,404000;0,3821;0,2348;0,9506;1,051
1,404000;0,3802;0,2331;0,9455;1,045
1,404000;0,3699;0,2343;0,9338;1,031
1,405000;0,3552;0,2389;0,9203;1,015
1,405000;0,3467;0,2397;0,9137;1,006
1,405000;0,3291;0,2426;0,9030;0,991
1,406000;0,3161;0,2428;0,8954;0,980
1,406000;0,3022;0,2426;0,8905;0,971
1,406000;0,2968;0,2414;0,8878;0,967
1,406000;0,2910;0,2385;0,8856;0,962
1,407000;0,2871;0,2348;0,8834;0,958
1,415000;0,2868;0,2326;0,8829;0,957
1,417000;0,2873;0,2321;0,8849;0,959
1,418000;0,2981;0,2292;0,8920;0,968
1,418000;0,3132;0,2262;0,8979;0,977
1,418000;0,4085;0,2179;0,9259;1,035
1,419000;0,4574;0,2184;0,9646;1,090
1,420000;0,4512;0,2238;0,9741;1,097
1,421000;0,4104;0,2316;0,9633;1,072
1,422000;0,4366;0,2223;0,9782;1,094
1,427000;0,4920;0,2089;0,9875;1,123
1,428000;0,5116;0,2128;1,0010;1,144
1,429000;0,4857;0,2328;0,9873;1,125
1,432000;0,4449;0,2502;0,9597;1,087
1,434000;0,4258;0,2590;0,9470;1,070
1,437000;0,3457;0,2956;0,9145;1,021
1,438000;0,3457;0,2956;0,9145;1,021
1,439000;0,3244;0,3010;0,9069;1,009
1,440000;0,2956;0,3108;0,8895;0,988
1,445000;0,2670;0,3198;0,8661;0,961
1,446000;0,2563;0,3249;0,8527;0,948
1,449000;0,2443;0,3252;0,8290;0,923
1,450000;0,2380;0,3237;0,8072;0,902
1,452000;0,2345;0,3237;0,7945;0,889
1,453000;0,2328;0,3222;0,7740;0,870
1,456000;0,2416;0,3176;0,7571;0,856
1,458000;0,2443;0,3147;0,7478;0,847
1,460000;0,2448;0,3115;0,7278;0,829
1,461000;0,2541;0,3025;0,7146;0,817
1,471000;0,2739;0,2929;0,7136;0,819
1,474000;0,2883;0,2924;0,7158;0,825
1,475000;0,3044;0,2971;0,7188;0,835
1,477000;0,2973;0,3093;0,7061;0,826
1,478000;0,2863;0,3203;0,7014;0,823
1,480000;0,2621;0,3401;0,6978;0,819
1,480000;0,2428;0,3577;0,6982;0,821
1,482000;0,2314;0,3682;0,6970;0,822
1,483000;0,2116;0,3821;0,6929;0,819
1,484000;0,1942;0,3977;0,6902;0,820
1,485000;0,1886;0,4046;0,6919;0,823
1,485000;0,1791;0,4148;0,6929;0,827
1,487000;0,1688;0,4210;0,6965;0,831
1,488000;0,1554;0,4256;0,6941;0,829
1,491000;0,1510;0,4283;0,6939;0,829
1,504000;0,1490;0,4246;0,6992;0,832
1,509000;0,1691;0,4166;0,7180;0,847
1,509000;0,1791;0,4129;0,7251;0,853
1,510000;0,1920;0,4092;0,7347;0,863
1,510000;0,2135;0,4017;0,7505;0,878
1,511000;0,2248;0,3977;0,7598;0,887
1,511000;0,2441;0,3953;0,7769;0,905
1,511000;0,2570;0,3960;0,7928;0,923
1,512000;0,2614;0,3968;0,8006;0,931
1,512000;0,2668;0,4034;0,8170;0,949
1,515000;0,2705;0,4119;0,8299;0,965
1,517000;0,2700;0,4166;0,8343;0,971
1,518000;0,2702;0,4232;0,8412;0,980
1,519000;0,2690;0,4334;0,8419;0,984
1,521000;0,2690;0,4381;0,8402;0,985
1,523000;0,2680;0,4403;0,8375;0,983
1,528000;0,2656;0,4400;0,8307;0,977
1,528000;0,2641;0,4395;0,8253;0,972
1,529000;0,2653;0,4383;0,8221;0,969
1,531000;0,2614;0,4315;0,8167;0,960
1,534000;0,2599;0,4241;0,8141;0,954
1,535000;0,2573;0,4214;0,8133;0,951
1,537000;0,2538;0,4139;0,8126;0,947
1,539000;0,2468;0,4092;0,8106;0,941
1,541000;0,2436;0,4060;0,8094;0,938
1,544000;0,2367;0,4046;0,8101;0,936
1,545000;0,2333;0,4056;0,8133;0,938
1,548000;0,2380;0,3999;0,8155;0,939
1,549000;0,2409;0,4002;0,8185;0,942
1,550000;0,2414;0,4012;0,8182;0,943
1,554000;0,2810;0,3965;0,8233;0,956
1,558000;0,3511;0,3987;0,8563;1,008
1,560000;0,3511;0,3987;0,8563;1,008
1,562000;0,3139;0,4119;0,8527;0,998
1,564000;0,2844;0,4166;0,8385;0,978
1,565000;0,2389;0,4131;0,8092;0,939
1,567000;0,3159;0,3794;0,8260;0,962
1,579000;0,4190;0,3491;0,8649;1,022
1,582000;0,5099;0,3176;0,8773;1,063
1,583000;0,5275;0,2964;0,8343;1,031
1,585000;0,5304;0,2851;0,8092;1,009
1,586000;0,5267;0,2724;0,7625;0,966
1,588000;0,5077;0,2749;0,7290;0,930
1,589000;0,4686;0,2920;0,7031;0,894
1,590000;0,4405;0,3069;0,6978;0,880
1,591000;0,3892;0,3389;0,6907;0,862
1,592000;0,3433;0,3704;0,6855;0,851
1,594000;0,3215;0,3860;0,6838;0,849
1,595000;0,2722;0,4232;0,6728;0,840
1,596000;0,2277;0,4539;0,6633;0,835
1,598000;0,2116;0,4683;0,6614;0,838
1,599000;0,1891;0,4920;0,6706;0,853
1,600000;0,1622;0,5155;0,6728;0,863
1,601000;0,1510;0,5285;0,6721;0,868
1,602000;0,1334;0,5504;0,6789;0,884
1,603000;0,1236;0,5671;0,6907;0,902
1,622000;0,1178;0,5866;0,6985;0,920
1,628000;0,1055;0,5942;0,7241;0,943
1,628000;0,0931;0,6037;0,7532;0,970
1,629000;0,0794;0,6130;0,7840;0,998
1,629000;0,0723;0,6149;0,7977;1,010
1,630000;0,0423;0,6247;0,8365;1,045
1,630000;0,0423;0,6247;0,8365;1,045
1,631000;0,0457;0,6213;0,8446;1,049
1,631000;0,0691;0,6049;0,8615;1,055
1,631000;0,1139;0,5756;0,8751;1,054
1,632000;0,1390;0,5561;0,8771;1,048
1,632000;0,1911;0,5101;0,8715;1,028
1,633000;0,2316;0,4720;0,8568;1,005
1,633000;0,2433;0,4517;0,8475;0,991
1,633000;0,2548;0,4239;0,8272;0,964
1,635000;0,2548;0,4080;0,8150;0,946
1,637000;0,2487;0,4075;0,8121;0,942
1,639000;0,2424;0,4104;0,8165;0,945
1,641000;0,2228;0,4227;0,8226;0,951
1,650000;0,2013;0,4417;0,8275;0,959
1,650000;0,1933;0,4520;0,8294;0,964
1,651000;0,1749;0,4701;0,8285;0,968
1,651000;0,1593;0,4850;0,8241;0,969
1,658000;0,1529;0,4877;0,8226;0,968
1,659000;0,1427;0,4945;0,8167;0,965
1,659000;0,1319;0,4930;0,8094;0,957
1,660000;0,1290;0,4920;0,8065;0,953
1,660000;0,1219;0,4891;0,8018;0,947
1,688000;0,1053;0,4823;0,7962;0,937
1,688000;0,1004;0,4803;0,7984;0,937
1,689000;0,0894;0,4811;0,7999;0,938
1,689000;0,0811;0,4847;0,8031;0,942
1,690000;0,0774;0,4889;0,8043;0,944
1,690000;0,0752;0,4977;0,8072;0,951
1,691000;0,0833;0,5155;0,8079;0,962
1,691000;0,0880;0,5219;0,8097;0,967
1,692000;0,0963;0,5294;0,8101;0,973
1,692000;0,1143;0,5409;0,8131;0,983
1,692000;0,1263;0,5451;0,8141;0,988
1,693000;0,1549;0,5568;0,8170;1,001
1,693000;0,1874;0,5663;0,8204;1,014
1,697000;0,2042;0,5680;0,8226;1,020
1,699000;0,2358;0,5727;0,8304;1,036
1,700000;0,2653;0,5746;0,8370;1,049
1,701000;0,2790;0,5719;0,8419;1,055
1,702000;0,3049;0,5697;0,8507;1,068
1,703000;0,3269;0,5641;0,8619;1,081
1,704000;0,3442;0,5580;0,8732;1,092
1,704000;0,3523;0,5539;0,8773;1,096
1,706000;0,3628;0,5429;0,8864;1,101
1,707000;0,3699;0,5368;0,8898;1,103
1,714000;0,3731;0,5309;0,8917;1,103
1,716000;0,3767;0,5228;0,8957;1,103
1,718000;0,3753;0,5209;0,8969;1,103
1,719000;0,3716;0,5189;0,9010;1,104
1,720000;0,3662;0,5165;0,9030;1,103
1,721000;0,3572;0,5170;0,9040;1,101
1,722000;0,3523;0,5197;0,9040;1,101
1,723000;0,3433;0,5177;0,9018;1,095
1,731000;0,3364;0,5150;0,8949;1,086
1,732000;0,3242;0,5111;0,8881;1,075
1,732000;0,3205;0,5089;0,8851;1,070
1,733000;0,3095;0,5052;0,8856;1,066
1,736000;0,2964;0,5052;0,8878;1,064
1,738000;0,2756;0,5050;0,8925;1,062
1,740000;0,2756;0,5050;0,8925;1,062
1,741000;0,2602;0,5067;0,8961;1,062
1,742000;0,2531;0,5079;0,8974;1,062
1,746000;0,2353;0,5087;0,9013;1,061
1,749000;0,2177;0,5143;0,9042;1,063
1,750000;0,2111;0,5145;0,9054;1,063
1,751000;0,1947;0,5189;0,9093;1,065
1,752000;0,1815;0,5248;0,9110;1,067
1,753000;0,1764;0,5282;0,9128;1,069
1,755000;0,1705;0,5311;0,9213;1,077
1,758000;0,1720;0,5316;0,9294;1,084
1,768000;0,1783;0,5319;0,9401;1,095
1,769000;0,1857;0,5319;0,9450;1,100
1,770000;0,2008;0,5304;0,9555;1,111
1,770000;0,2213;0,5277;0,9672;1,124
1,770000;0,2336;0,5277;0,9743;1,132
1,771000;0,2531;0,5280;0,9843;1,145
1,772000;0,2727;0,5289;0,9970;1,161
1,773000;0,2819;0,5287;1,0019;1,167
1,775000;0,3015;0,5309;1,0102;1,180
1,806000;0,3220;0,5285;1,0154;1,189
1,806000;0,3318;0,5280;1,0166;1,193
1,807000;0,3484;0,5285;1,0212;1,201
1,807000;0,3609;0,5311;1,0254;1,210
1,808000;0,3670;0,5314;1,0261;1,212
1,808000;0,3753;0,5321;1,0303;1,219
1,808000;0,3777;0,5314;1,0369;1,225
1,809000;0,3753;0,5272;1,0430;1,227
1,809000;0,3728;0,5263;1,0474;1,230
1,810000;0,3596;0,5111;1,0637;1,234
1,810000;0,3596;0,5111;1,0637;1,234
1,810000;0,3550;0,5055;1,0667;1,233
1,811000;0,3416;0,5021;1,0750;1,235
1,811000;0,3293;0,4952;1,0833;1,236
1,812000;0,3232;0,4911;1,0867;1,236
1,812000;0,3078;0,4835;1,0948;1,236
1,812000;0,2949;0,4754;1,1031;1,237
1,813000;0,2861;0,4718;1,1070;1,237
1,815000;0,2722;0,4649;1,1114;1,235
1,817000;0,2595;0,4622;1,1131;1,233
1,819000;0,2472;0,4625;1,1148;1,232
1,820000;0,2404;0,4635;1,1180;1,234
1,822000;0,2319;0,4701;1,1177;1,235
1,824000;0,2253;0,4767;1,1170;1,235
1,832000;0,2235;0,4801;1,1168;1,236
1,833000;0,2204;0,4916;1,1168;1,240
1,833000;0,2182;0,5016;1,1133;1,240
1,834000;0,2191;0,5033;1,1107;1,239
1,835000;0,2194;0,5116;1,1067;1,239
1,838000;0,2235;0,5199;1,1026;1,239
1,841000;0,2275;0,5233;1,1001;1,239
1,842000;0,2348;0,5314;1,0982;1,242
1,844000;0,2441;0,5355;1,0921;1,241
1,847000;0,2494;0,5375;1,0899;1,241
1,848000;0,2621;0,5380;1,0896;1,243
1,848000;0,2768;0,5394;1,0921;1,249
1,852000;0,2946;0,5402;1,1006;1,261
1,854000;0,3029;0,5397;1,1053;1,267
1,855000;0,3227;0,5387;1,1177;1,282
1,858000;0,3648;0,5399;1,1400;1,313
1,859000;0,3806;0,5380;1,1502;1,326
1,859000;0,3968;0,5343;1,1593;1,337
1,868000;0,4297;0,5314;1,1778;1,362
1,869000;0,4468;0,5306;1,1888;1,376
1,870000;0,4823;0,5260;1,2116;1,406
1,870000;0,5094;0,5177;1,2353;1,433
1,871000;0,5236;0,5116;1,2467;1,446
1,872000;0,5443;0,5045;1,2714;1,472
1,875000;0,5600;0,4979;1,2932;1,495
1,876000;0,5666;0,4889;1,3088;1,508
1,907000;0,5693;0,4811;1,3318;1,526
1,908000;0,5680;0,4727;1,3562;1,544
1,908000;0,5622;0,4630;1,3787;1,559
1,908000;0,5565;0,4588;1,3882;1,564
1,909000;0,5475;0,4525;1,4060;1,575
1,909000;0,5368;0,4425;1,4200;1,581
1,910000;0,5321;0,4371;1,4256;1,583
1,910000;0,5204;0,4268;1,4368;1,587
1,910000;0,5099;0,4158;1,4451;1,588
1,911000;0,5043;0,4102;1,4485;1,588
1,911000;0,4969;0,4002;1,4542;1,588
1,912000;0,4864;0,3894;1,4593;1,587
1,912000;0,4771;0,3804;1,4608;1,583
1,912000;0,4737;0,3765;1,4615;1,582
1,913000;0,4640;0,3682;1,4600;1,576
1,913000;0,4566;0,3638;1,4581;1,571
1,914000;0,4525;0,3621;1,4573;1,568
1,914000;0,4434;0,3621;1,4546;1,563
1,915000;0,4359;0,3652;1,4515;1,559
1,918000;0,4234;0,3718;1,4407;1,547
1,918000;0,4234;0,3718;1,4407;1,547
1,920000;0,4175;0,3765;1,4327;1,539
1,921000;0,4156;0,3782;1,4283;1,535
1,922000;0,4112;0,3789;1,4165;1,523
1,925000;0,4112;0,3780;1,4060;1,513
1,934000;0,4119;0,3762;1,3999;1,507
1,936000;0,4175;0,3704;1,3845;1,493
1,937000;0,4246;0,3648;1,3652;1,476
1,938000;0,4256;0,3638;1,3564;1,467
1,939000;0,4310;0,3584;1,3315;1,445
1,941000;0,4385;0,3528;1,3110;1,427
1,942000;0,4798;0,3406;1,2983;1,425
1,945000;0,5306;0,3259;1,2983;1,440
1,947000;0,7840;0,2631;1,3591;1,591
1,948000;0,8666;0,2367;1,3579;1,628
1,949000;0,8693;0,2284;1,3261;1,602
1,949000;0,8507;0,2170;1,2436;1,522
1,952000;0,8287;0,2128;1,1673;1,447
1,955000;0,8001;0,2187;1,1278;1,400
1,958000;0,7249;0,2472;1,0518;1,301
1,960000;0,6425;0,2844;1,0007;1,223
1,962000;0,6086;0,3059;0,9831;1,196
1,964000;0,5583;0,3462;0,9636;1,166
1,965000;0,5143;0,3845;0,9580;1,153
1,966000;0,4749;0,4173;0,9606;1,150
1,968000;0,4578;0,4307;0,9628;1,150
1,970000;0,4395;0,4544;0,9680;1,156
1,972000;0,4173;0,4701;0,9702;1,156
1,975000;0,4075;0,4779;0,9643;1,151
1,984000;0,4029;0,4938;0,9821;1,171
1,985000;0,4029;0,4938;0,9821;1,171
1,986000;0,4031;0,4962;0,9875;1,176
1,986000;0,4080;0,4913;0,9946;1,182
1,987000;0,4063;0,4830;1,0100;1,191
1,987000;0,4039;0,4776;1,0220;1,198
1,987000;0,3902;0,4679;1,0479;1,212
1,990000;0,3628;0,4566;1,0735;1,222
1,992000;0,3479;0,4532;1,0877;1,229
2,014000;0,3347;0,4420;1,1182;1,248
2,015000;0,3562;0,4278;1,1515;1,279
2,015000;0,4065;0,4021;1,1610;1,294
2,016000;0,4337;0,3882;1,1615;1,299
2,016000;0,4842;0,3552;1,1385;1,287
2,017000;0,5121;0,3227;1,0955;1,252
2,017000;0,5214;0,3093;1,0703;1,230
2,018000;0,5280;0,2868;1,0249;1,188
2,018000;0,5280;0,2739;0,9909;1,156
2,018000;0,5275;0,2717;0,9787;1,145
2,019000;0,5260;0,2714;0,9599;1,128
2,019000;0,5216;0,2741;0,9521;1,120
2,020000;0,5214;0,2780;0,9499;1,119
2,020000;0,5153;0,2880;0,9394;1,109
2,021000;0,5050;0,3010;0,9286;1,099
2,023000;0,5004;0,3125;0,9198;1,093
2,025000;0,4884;0,3161;0,9025;1,074
2,027000;0,4771;0,3225;0,8786;1,050
2,030000;0,4720;0,3276;0,8549;1,030
2,034000;0,4688;0,3288;0,8426;1,019
2,035000;0,4596;0,3288;0,8209;0,997
2,038000;0,4495;0,3247;0,7884;0,964
2,038000;0,4451;0,3237;0,7786;0,954
2,039000;0,4432;0,3232;0,7713;0,946
2,041000;0,4383;0,3186;0,7571;0,931
2,044000;0,4368;0,3161;0,7522;0,926
2,047000;0,4351;0,3110;0,7442;0,916
2,048000;0,4361;0,3073;0,7422;0,914
2,051000;0,4354;0,3076;0,7427;0,914
2,054000;0,4371;0,3069;0,7459;0,917
2,055000;0,4398;0,3095;0,7500;0,923
2,057000;0,4422;0,3125;0,7542;0,928
2,058000;0,4468;0,3149;0,7608;0,937
2,060000;0,4505;0,3183;0,7652;0,943
2,077000;0,4571;0,3213;0,7671;0,949
2,079000;0,4600;0,3220;0,7657;0,950
2,084000;0,4622;0,3249;0,7618;0,948
2,085000;0,4669;0,3227;0,7601;0,949
2,086000;0,4679;0,3215;0,7583;0,947
2,087000;0,4686;0,3157;0,7542;0,942
2,088000;0,4683;0,3108;0,7461;0,934
2,091000;0,4676;0,3088;0,7410;0,929
2,092000;0,4666;0,3039;0,7271;0,916
2,094000;0,4642;0,3003;0,7149;0,904
2,094000;0,4622;0,2995;0,7070;0,896
2,095000;0,4581;0,2961;0,6904;0,880
2,095000;0,4542;0,2961;0,6755;0,866
2,095000;0,4505;0,2964;0,6677;0,858
2,096000;0,4473;0,2951;0,6545;0,846
2,096000;0,4451;0,2932;0,6391;0,832
2,125000;0,4603;0,2873;0,6259;0,828
2,128000;0,4837;0,2751;0,6042;0,821
2,129000;0,4837;0,2751;0,6042;0,821
2,129000;0,4635;0,2753;0,5788;0,791
2,130000;0,4517;0,2753;0,5663;0,775
2,130000;0,4266;0,2773;0,5350;0,738
2,130000;0,4082;0,2758;0,5113;0,710
2,135000;0,4017;0,2753;0,5028;0,700
2,136000;0,3911;0,2736;0,4830;0,679
2,136000;0,3780;0,2734;0,4627;0,657
2,137000;0,3696;0,2707;0,4522;0,644
2,137000;0,3521;0,2678;0,4246;0,613
2,138000;0,3396;0,2636;0,3977;0,586
2,138000;0,3286;0,2585;0,3728;0,560
2,139000;0,3262;0,2548;0,3604;0,549
2,139000;0,3252;0,2497;0,3396;0,532
2,139000;0,3291;0,2470;0,3210;0,522
2,140000;0,3259;0,2446;0,3120;0,513
2,140000;0,3164;0,2468;0,2910;0,496
2,141000;0,4241;0,2106;0,3616;0,596
2,141000;0,4762;0,1862;0,3980;0,648
2,141000;0,5116;0,1666;0,4205;0,683
2,142000;0,5030;0,1634;0,3948;0,660
2,142000;0,4859;0,1644;0,3767;0,636
2,143000;0,4295;0,1698;0,3315;0,569
2,143000;0,3819;0,1759;0,2819;0,506
2,146000;0,3501;0,1847;0,2568;0,472
2,147000;0,3340;0,1906;0,2421;0,454
2,149000;0,3066;0,2020;0,2138;0,425
2,151000;0,2983;0,2013;0,1920;0,408
2,155000;0,2961;0,1969;0,1815;0,399
2,158000;0,2619;0,2089;0,1234;0,357
2,158000;0,2619;0,2089;0,1234;0,357
2,159000;0,2507;0,2182;0,1041;0,348
2,168000;0,2314;0,2355;0,0792;0,340
2,169000;0,2265;0,2487;0,0650;0,343
2,169000;0,2243;0,2568;0,0591;0,346
2,170000;0,2162;0,2756;0,0445;0,353
2,176000;0,2011;0,2995;0,0164;0,361
2,176000;0,1923;0,3105;0,0032;0,365
2,177000;0,1871;0,3276;-0,0156;0,378
2,177000;0,1898;0,3384;-0,0232;0,389
2,217000;0,1947;0,3525;-0,0332;0,404
2,218000;0,1962;0,3574;-0,0384;0,410
2,218000;0,2135;0,3633;-0,0362;0,423
2,218000;0,2328;0,3660;-0,0288;0,435
2,218000;0,2438;0,3655;-0,0210;0,440
2,219000;0,2560;0,3652;-0,0127;0,446
2,219000;0,2639;0,3682;-0,0059;0,453
2,219000;0,2683;0,3682;-0,0007;0,456
2,219000;0,2834;0,3667;0,0151;0,464
2,220000;0,2995;0,3584;0,0396;0,469
2,220000;0,3088;0,3543;0,0547;0,473
2,220000;0,3296;0,3445;0,0848;0,484
2,220000;0,3457;0,3359;0,1160;0,496
2,221000;0,3525;0,3310;0,1324;0,501
2,221000;0,3736;0,3125;0,1764;0,518
2,221000;0,4009;0,2922;0,2213;0,543
2,221000;0,4202;0,2734;0,2563;0,563
2,222000;0,4315;0,2646;0,2702;0,574
2,222000;0,4603;0,2406;0,3032;0,601
2,222000;0,4972;0,2077;0,3379;0,636
2,222000;0,5045;0,1967;0,3469;0,643
2,223000;0,5165;0,1849;0,3538;0,653
2,223000;0,5294;0,1637;0,3704;0,667
2,224000;0,5272;0,1559;0,3753;0,666
2,226000;0,5265;0,1412;0,3904;0,670
2,236000;0,5153;0,1204;0,4056;0,667
2,241000;0,4974;0,1217;0,4090;0,655
2,242000;0,4652;0,1261;0,4019;0,628
2,243000;0,4547;0,1258;0,4024;0,620
2,244000;0,4371;0,1278;0,4046;0,609
2,247000;0,4104;0,1339;0,4019;0,590
2,249000;0,3784;0,1427;0,3897;0,562
2,250000;0,3569;0,1493;0,3836;0,545
2,252000;0,3108;0,1637;0,3696;0,510
2,253000;0,2758;0,1766;0,3613;0,488
2,254000;0,2602;0,1808;0,3591;0,479
2,256000;0,2123;0,1981;0,3477;0,453
2,257000;0,1610;0,2206;0,3306;0,429
2,258000;0,1366;0,2306;0,3257;0,422
2,258000;0,0985;0,2463;0,3201;0,416
2,261000;0,0674;0,2580;0,3183;0,415
2,263000;0,0533;0,2678;0,3176;0,419
2,266000;0,0303;0,2844;0,3210;0,430
2,267000;0,0176;0,2976;0,3247;0,441
2,268000;0,0142;0,3157;0,3298;0,457
2,270000;0,0166;0,3249;0,3374;0,469
2,272000;0,0286;0,3406;0,3450;0,486
2,276000;0,0396;0,3594;0,3489;0,502
2,279000;0,0586;0,3877;0,3496;0,525
2,280000;0,0586;0,3877;0,3496;0,525
2,281000;0,0833;0,3946;0,3589;0,540
2,283000;0,1016;0,3946;0,3670;0,548
2,284000;0,1471;0,3885;0,3845;0,566
2,287000;0,2038;0,3740;0,4065;0,589
2,290000;0,2341;0,3606;0,4170;0,599
2,290000;0,2873;0,3362;0,4288;0,616
2,292000;0,3340;0,3081;0,4302;0,626
2,294000;0,3723;0,2868;0,4271;0,635
2,296000;0,3899;0,2780;0,4131;0,632
